;      train/box_loss;      train/obj_loss;      train/cls_loss;   metrics/precision;      metrics/recall;     metrics/mAP_0.5;metrics/mAP_0.5:0.95;        val/box_loss;        val/obj_loss;        val/cls_loss;               x/lr0;               x/lr1;               x/lr2
0;0.095187;0.019621;0;0.0016006;0.9646;0.032896;0.011465;0.080219;0.006422;0;0.070714;0.003254;0.003254
1;0.065331;0.013092;0;0.0015272;0.92035;0.058618;0.01734;0.077616;0.0055268;0;0.040698;0.006571;0.006571
2;0.060357;0.012236;0;0.033437;0.10619;0.014454;0.0038633;0.086886;0.0038666;0;0.010665;0.0098715;0.0098715
3;0.060334;0.011337;0;0.07002;0.22124;0.037473;0.0090376;0.083203;0.0092163;0;0.0099258;0.0099258;0.0099258
4;0.059467;0.011794;0;0.093716;0.070796;0.01659;0.0051915;0.12234;0.0037466;0;0.0099258;0.0099258;0.0099258
5;0.058359;0.011562;0;0.16409;0.035398;0.034073;0.010693;0.078533;0.0036534;0;0.009901;0.009901;0.009901
6;0.055628;0.011225;0;0.21879;0.20354;0.12262;0.036887;0.070296;0.0046799;0;0.0098763;0.0098763;0.0098763
7;0.055142;0.010999;0;0.012117;0.58407;0.087955;0.034295;0.0682;0.00438;0;0.0098515;0.0098515;0.0098515
8;0.051696;0.010929;0;0.45237;0.29241;0.34141;0.14594;0.066875;0.0041826;0;0.0098268;0.0098268;0.0098268
9;0.053711;0.010379;0;0.21842;0.39571;0.16152;0.069105;0.054658;0.0045832;0;0.009802;0.009802;0.009802
10;0.050123;0.010655;0;0.14451;0.23894;0.10655;0.036479;0.060051;0.006218;0;0.0097773;0.0097773;0.0097773
11;0.048415;0.010361;0;0.54085;0.52121;0.50936;0.2106;0.055727;0.0038902;0;0.0097525;0.0097525;0.0097525
12;0.049959;0.01045;0;0.17955;0.27434;0.14386;0.072368;0.067572;0.0060508;0;0.0097278;0.0097278;0.0097278
13;0.045552;0.0097398;0;0.46736;0.47788;0.40456;0.1872;0.055765;0.0038433;0;0.009703;0.009703;0.009703
14;0.04619;0.0097861;0;0.79974;0.56545;0.61588;0.36866;0.056968;0.0036716;0;0.0096783;0.0096783;0.0096783
15;0.044333;0.0094234;0;0.62649;0.46014;0.46415;0.17597;0.057897;0.0036008;0;0.0096535;0.0096535;0.0096535
16;0.046949;0.010158;0;0.69025;0.55219;0.59329;0.32179;0.053178;0.0041192;0;0.0096288;0.0096288;0.0096288
17;0.046022;0.0096379;0;0.32322;0.24779;0.20515;0.10632;0.063356;0.0046326;0;0.009604;0.009604;0.009604
18;0.042231;0.0093682;0;0.68867;0.61947;0.68017;0.41037;0.057474;0.0034527;0;0.0095793;0.0095793;0.0095793
19;0.042088;0.0091337;0;0.37889;0.26549;0.26059;0.1355;0.055908;0.0045929;0;0.0095545;0.0095545;0.0095545
20;0.0403;0.0090091;0;0.689;0.6274;0.66303;0.41823;0.052266;0.0034488;0;0.0095298;0.0095298;0.0095298
21;0.040661;0.0087482;0;0.48804;0.30973;0.32995;0.1809;0.05323;0.0045077;0;0.009505;0.009505;0.009505
22;0.042418;0.0088514;0;0.71048;0.60807;0.69241;0.43084;0.053873;0.0037005;0;0.0094803;0.0094803;0.0094803
23;0.04156;0.0088014;0;0.66552;0.5811;0.59671;0.34084;0.044872;0.0035497;0;0.0094555;0.0094555;0.0094555
24;0.041315;0.0090732;0;0.34349;0.38053;0.30678;0.15164;0.06833;0.0045403;0;0.0094307;0.0094307;0.0094307
25;0.042028;0.0086367;0;0.7031;0.6916;0.70571;0.462;0.053289;0.003328;0;0.009406;0.009406;0.009406
26;0.039246;0.008556;0;0.68685;0.52212;0.62173;0.36009;0.049302;0.0035218;0;0.0093813;0.0093813;0.0093813
27;0.042145;0.0086851;0;0.62169;0.15044;0.24954;0.13851;0.059087;0.00675;0;0.0093565;0.0093565;0.0093565
28;0.040429;0.0087271;0;0.76375;0.65802;0.68032;0.39781;0.051107;0.0034158;0;0.0093317;0.0093317;0.0093317
29;0.039583;0.0083178;0;0.69572;0.62832;0.63935;0.41211;0.045892;0.0033798;0;0.009307;0.009307;0.009307
30;0.038467;0.0084378;0;0.41249;0.37168;0.32262;0.16271;0.065632;0.0053024;0;0.0092823;0.0092823;0.0092823
31;0.040629;0.0083486;0;0.75533;0.68302;0.75491;0.46386;0.057098;0.0032299;0;0.0092575;0.0092575;0.0092575
32;0.040441;0.0085187;0;0.50274;0.60177;0.53987;0.33063;0.059952;0.0042444;0;0.0092327;0.0092327;0.0092327
33;0.039296;0.0084867;0;0.82506;0.70952;0.79142;0.51855;0.045649;0.0029296;0;0.009208;0.009208;0.009208
34;0.039901;0.008338;0;0.64486;0.49815;0.55492;0.33909;0.044498;0.0040907;0;0.0091833;0.0091833;0.0091833
35;0.039307;0.0083484;0;0.84629;0.68211;0.77722;0.46381;0.048861;0.0033348;0;0.0091585;0.0091585;0.0091585
36;0.038016;0.0080759;0;0.77025;0.65272;0.7186;0.45278;0.042779;0.003311;0;0.0091337;0.0091337;0.0091337
37;0.038188;0.0077981;0;0.67906;0.61947;0.64605;0.42288;0.045329;0.003281;0;0.009109;0.009109;0.009109
38;0.038315;0.0081423;0;0.88798;0.39823;0.54336;0.2992;0.059934;0.004771;0;0.0090843;0.0090843;0.0090843
39;0.037139;0.0083216;0;0.76643;0.52271;0.65181;0.39281;0.049991;0.0038172;0;0.0090595;0.0090595;0.0090595
40;0.039863;0.0082068;0;0.84923;0.65487;0.73067;0.4506;0.043992;0.0031902;0;0.0090347;0.0090347;0.0090347
41;0.036754;0.0081994;0;0.58331;0.58225;0.52884;0.26468;0.047614;0.0040546;0;0.00901;0.00901;0.00901
42;0.036479;0.0079575;0;0.82738;0.72109;0.76892;0.519;0.047591;0.0027964;0;0.0089853;0.0089853;0.0089853
43;0.036069;0.00763;0;0.86567;0.74142;0.8147;0.55935;0.04238;0.0027113;0;0.0089605;0.0089605;0.0089605
44;0.03395;0.0079313;0;0.74779;0.62973;0.74502;0.50766;0.042604;0.0034705;0;0.0089358;0.0089358;0.0089358
45;0.036211;0.0074924;0;0.83442;0.67257;0.73439;0.5325;0.043285;0.0031864;0;0.008911;0.008911;0.008911
46;0.034424;0.0075741;0;0.80646;0.71681;0.79743;0.56097;0.047962;0.0030262;0;0.0088863;0.0088863;0.0088863
47;0.034221;0.007609;0;0.85198;0.76991;0.8117;0.54925;0.038152;0.0028833;0;0.0088615;0.0088615;0.0088615
48;0.036075;0.0077041;0;0.80586;0.65487;0.74265;0.48826;0.045532;0.0033364;0;0.0088368;0.0088368;0.0088368
49;0.035215;0.0077205;0;0.87315;0.73099;0.79796;0.54841;0.043395;0.0030984;0;0.008812;0.008812;0.008812
50;0.034224;0.0076171;0;0.87387;0.72566;0.80142;0.56691;0.045291;0.0029654;0;0.0087872;0.0087872;0.0087872
51;0.034501;0.0075948;0;0.67079;0.59505;0.6479;0.39229;0.055638;0.0037185;0;0.0087625;0.0087625;0.0087625
52;0.035289;0.0072613;0;0.73863;0.67257;0.69218;0.42189;0.051461;0.0037333;0;0.0087378;0.0087378;0.0087378
53;0.034863;0.0074614;0;0.86446;0.6773;0.77429;0.54946;0.038948;0.0032547;0;0.008713;0.008713;0.008713
54;0.034644;0.007125;0;0.88141;0.77876;0.85283;0.54859;0.040749;0.0029562;0;0.0086882;0.0086882;0.0086882
55;0.033296;0.0071384;0;0.7861;0.69912;0.78272;0.51881;0.041717;0.0030684;0;0.0086635;0.0086635;0.0086635
56;0.035868;0.0074672;0;0.73721;0.55752;0.57102;0.34537;0.059002;0.0037973;0;0.0086388;0.0086388;0.0086388
57;0.034197;0.0072983;0;0.72966;0.66882;0.729;0.48622;0.040886;0.0032589;0;0.008614;0.008614;0.008614
58;0.035254;0.0075033;0;0.81129;0.76092;0.78185;0.53291;0.045108;0.0031366;0;0.0085893;0.0085893;0.0085893
59;0.0335;0.0072277;0;0.60367;0.55267;0.58285;0.34803;0.050113;0.0037612;0;0.0085645;0.0085645;0.0085645
60;0.032844;0.0072942;0;0.85097;0.75802;0.81465;0.52994;0.046708;0.0028631;0;0.0085398;0.0085398;0.0085398
61;0.033564;0.0071473;0;0.80716;0.70379;0.80475;0.58442;0.038906;0.0027792;0;0.008515;0.008515;0.008515
62;0.031585;0.0073318;0;0.87155;0.76106;0.837;0.60772;0.04122;0.0026301;0;0.0084903;0.0084903;0.0084903
63;0.033683;0.0071157;0;0.93178;0.72527;0.83178;0.52731;0.038;0.0029706;0;0.0084655;0.0084655;0.0084655
64;0.033412;0.0069032;0;0.85191;0.73451;0.8133;0.56956;0.040158;0.0027571;0;0.0084408;0.0084408;0.0084408
65;0.034296;0.0073913;0;0.74607;0.70204;0.76314;0.47587;0.05116;0.0032754;0;0.008416;0.008416;0.008416
66;0.034127;0.0069922;0;0.83344;0.70849;0.79051;0.52533;0.040427;0.0030752;0;0.0083913;0.0083913;0.0083913
67;0.032641;0.0069979;0;0.88601;0.75221;0.87601;0.60015;0.041201;0.0027167;0;0.0083665;0.0083665;0.0083665
68;0.032639;0.0071383;0;0.83136;0.69803;0.79479;0.51693;0.042454;0.0031607;0;0.0083418;0.0083418;0.0083418
69;0.031511;0.0069614;0;0.79508;0.7554;0.82151;0.58678;0.041627;0.0027212;0;0.008317;0.008317;0.008317
70;0.032327;0.0067866;0;0.86234;0.7207;0.83168;0.61663;0.043564;0.0026354;0;0.0082922;0.0082922;0.0082922
71;0.032339;0.0069557;0;0.7841;0.80531;0.83891;0.58935;0.038134;0.0026179;0;0.0082675;0.0082675;0.0082675
72;0.033972;0.007203;0;0.87433;0.80044;0.86844;0.60399;0.042277;0.0027057;0;0.0082428;0.0082428;0.0082428
73;0.032663;0.0069797;0;0.82958;0.65487;0.75867;0.53597;0.046031;0.0030434;0;0.008218;0.008218;0.008218
74;0.030847;0.0069993;0;0.86538;0.74336;0.82528;0.53589;0.040048;0.0030844;0;0.0081932;0.0081932;0.0081932
75;0.0326;0.0068021;0;0.83569;0.78761;0.81354;0.58316;0.041384;0.0030395;0;0.0081685;0.0081685;0.0081685
76;0.032525;0.0066459;0;0.87935;0.71681;0.80145;0.55534;0.0393;0.003167;0;0.0081437;0.0081437;0.0081437
77;0.03204;0.0067034;0;0.88428;0.81149;0.87772;0.6742;0.041912;0.0023476;0;0.008119;0.008119;0.008119
78;0.03279;0.0068858;0;0.85352;0.69912;0.79618;0.57123;0.037759;0.0029025;0;0.0080942;0.0080942;0.0080942
79;0.032135;0.0067271;0;0.89358;0.75221;0.87843;0.60141;0.038389;0.0027232;0;0.0080695;0.0080695;0.0080695
80;0.031959;0.0067511;0;0.73094;0.72566;0.79786;0.56579;0.038832;0.0027769;0;0.0080447;0.0080447;0.0080447
81;0.031946;0.0068552;0;0.84839;0.69332;0.81478;0.60842;0.040511;0.0028194;0;0.00802;0.00802;0.00802
82;0.032747;0.0064972;0;0.87156;0.78068;0.83512;0.59074;0.041784;0.0031803;0;0.0079953;0.0079953;0.0079953
83;0.030042;0.006487;0;0.83442;0.84733;0.87256;0.631;0.036831;0.0023642;0;0.0079705;0.0079705;0.0079705
84;0.031197;0.006559;0;0.89805;0.85749;0.89466;0.68366;0.039874;0.0022764;0;0.0079457;0.0079457;0.0079457
85;0.030221;0.0065619;0;0.88024;0.78052;0.8711;0.6491;0.036212;0.0024764;0;0.007921;0.007921;0.007921
86;0.031174;0.0066169;0;0.86298;0.85841;0.91038;0.61614;0.038167;0.0026609;0;0.0078963;0.0078963;0.0078963
87;0.032566;0.0067732;0;0.80564;0.76106;0.84699;0.61482;0.036191;0.0027657;0;0.0078715;0.0078715;0.0078715
88;0.031053;0.0065666;0;0.88236;0.73019;0.82999;0.59576;0.04308;0.0026206;0;0.0078467;0.0078467;0.0078467
89;0.031638;0.0064996;0;0.85223;0.71452;0.82123;0.61712;0.042852;0.0027071;0;0.007822;0.007822;0.007822
90;0.031724;0.0065918;0;0.84284;0.81416;0.86213;0.66914;0.033286;0.0024521;0;0.0077973;0.0077973;0.0077973
91;0.030576;0.0067518;0;0.92624;0.77793;0.88336;0.68835;0.036191;0.002323;0;0.0077725;0.0077725;0.0077725
92;0.028933;0.0065688;0;0.85823;0.82301;0.88587;0.65356;0.036716;0.0023526;0;0.0077478;0.0077478;0.0077478
93;0.030646;0.0064016;0;0.84529;0.76106;0.87312;0.65781;0.034593;0.0023602;0;0.007723;0.007723;0.007723
94;0.031255;0.0063663;0;0.88404;0.81416;0.89739;0.68531;0.034137;0.0024154;0;0.0076983;0.0076983;0.0076983
95;0.031877;0.0070454;0;0.91277;0.74088;0.8641;0.62707;0.032233;0.0028342;0;0.0076735;0.0076735;0.0076735
96;0.030791;0.0067684;0;0.78041;0.80531;0.79883;0.54677;0.03664;0.002741;0;0.0076488;0.0076488;0.0076488
97;0.032196;0.0066504;0;0.88219;0.79521;0.87727;0.61534;0.031568;0.002615;0;0.007624;0.007624;0.007624
98;0.029031;0.00666;0;0.86939;0.8247;0.88862;0.65265;0.031677;0.0024796;0;0.0075993;0.0075993;0.0075993
99;0.029645;0.0064542;0;0.9587;0.82179;0.90617;0.67716;0.036228;0.002385;0;0.0075745;0.0075745;0.0075745
100;0.02998;0.0062958;0;0.89282;0.84071;0.8981;0.6664;0.03528;0.002426;0;0.0075498;0.0075498;0.0075498
101;0.029205;0.0064783;0;0.91106;0.81584;0.89594;0.68661;0.032491;0.0022835;0;0.007525;0.007525;0.007525
102;0.029673;0.0062301;0;0.78953;0.78761;0.84672;0.64113;0.03398;0.002469;0;0.0075003;0.0075003;0.0075003
103;0.030145;0.006313;0;0.9041;0.84071;0.9019;0.62483;0.03651;0.0025252;0;0.0074755;0.0074755;0.0074755
104;0.028634;0.0065478;0;0.89838;0.76991;0.86107;0.59254;0.031709;0.0028227;0;0.0074507;0.0074507;0.0074507
105;0.029908;0.0062033;0;0.91252;0.77876;0.90096;0.69293;0.030883;0.0022845;0;0.007426;0.007426;0.007426
106;0.030094;0.006302;0;0.89469;0.84071;0.91395;0.67337;0.035017;0.0022946;0;0.0074013;0.0074013;0.0074013
107;0.030441;0.006234;0;0.87098;0.71681;0.83423;0.60476;0.033949;0.0027887;0;0.0073765;0.0073765;0.0073765
108;0.028914;0.0065742;0;0.89307;0.65487;0.76239;0.50597;0.042363;0.0032877;0;0.0073517;0.0073517;0.0073517
109;0.02981;0.0065455;0;0.82811;0.84071;0.89778;0.68746;0.029127;0.0023175;0;0.007327;0.007327;0.007327
110;0.028542;0.0059787;0;0.92828;0.80181;0.89342;0.64523;0.031387;0.0025524;0;0.0073023;0.0073023;0.0073023
111;0.030046;0.0062843;0;0.86579;0.76991;0.84353;0.59878;0.036656;0.0027547;0;0.0072775;0.0072775;0.0072775
112;0.029203;0.0063728;0;0.91079;0.82301;0.87264;0.64713;0.03257;0.0025483;0;0.0072527;0.0072527;0.0072527
113;0.028963;0.0061131;0;0.86869;0.76106;0.82991;0.6114;0.033962;0.0027009;0;0.007228;0.007228;0.007228
114;0.028784;0.0062032;0;0.84997;0.85232;0.87998;0.63341;0.03546;0.0025566;0;0.0072033;0.0072033;0.0072033
115;0.029661;0.0061425;0;0.86039;0.76356;0.85863;0.63718;0.035019;0.0026616;0;0.0071785;0.0071785;0.0071785
116;0.027647;0.0064198;0;0.93155;0.72269;0.86948;0.66022;0.034453;0.0024721;0;0.0071538;0.0071538;0.0071538
117;0.02946;0.0062078;0;0.94821;0.80531;0.91468;0.73081;0.032511;0.002269;0;0.007129;0.007129;0.007129
118;0.03059;0.0063004;0;0.86295;0.84956;0.89521;0.67432;0.034876;0.0022995;0;0.0071042;0.0071042;0.0071042
119;0.027806;0.005963;0;0.90781;0.83186;0.92189;0.68774;0.03773;0.0022358;0;0.0070795;0.0070795;0.0070795
120;0.030191;0.0061205;0;0.82188;0.81668;0.86734;0.61227;0.034232;0.0026301;0;0.0070547;0.0070547;0.0070547
121;0.029203;0.0062233;0;0.89484;0.82833;0.89289;0.67996;0.033618;0.0023345;0;0.00703;0.00703;0.00703
122;0.028074;0.0059957;0;0.83386;0.79953;0.87743;0.65742;0.033959;0.0024794;0;0.0070053;0.0070053;0.0070053
123;0.027697;0.0062961;0;0.90779;0.87128;0.91688;0.68555;0.033107;0.0022123;0;0.0069805;0.0069805;0.0069805
124;0.029063;0.0060395;0;0.92263;0.82301;0.91991;0.71021;0.030765;0.0021828;0;0.0069558;0.0069558;0.0069558
125;0.029573;0.0059127;0;0.94099;0.74336;0.87048;0.63309;0.03457;0.0025939;0;0.006931;0.006931;0.006931
126;0.02986;0.0061004;0;0.83224;0.87611;0.91046;0.6873;0.032112;0.0023824;0;0.0069063;0.0069063;0.0069063
127;0.029012;0.0059954;0;0.86441;0.85841;0.90513;0.68238;0.036987;0.0023853;0;0.0068815;0.0068815;0.0068815
128;0.028289;0.0058834;0;0.8156;0.84071;0.89588;0.69325;0.031087;0.0023298;0;0.0068568;0.0068568;0.0068568
129;0.028822;0.0059786;0;0.90645;0.77176;0.89285;0.68127;0.033097;0.002397;0;0.006832;0.006832;0.006832
130;0.028189;0.0061402;0;0.88151;0.85841;0.91155;0.68875;0.029852;0.002381;0;0.0068073;0.0068073;0.0068073
131;0.026996;0.0059523;0;0.88346;0.80502;0.89664;0.68151;0.031727;0.0024258;0;0.0067825;0.0067825;0.0067825
132;0.028452;0.0060793;0;0.90307;0.81416;0.89929;0.67585;0.029483;0.0025433;0;0.0067577;0.0067577;0.0067577
133;0.028451;0.0060377;0;0.91397;0.84621;0.92171;0.70366;0.034371;0.0021242;0;0.006733;0.006733;0.006733
134;0.028665;0.0058465;0;0.90751;0.84071;0.91832;0.71912;0.034889;0.0021706;0;0.0067082;0.0067082;0.0067082
135;0.029078;0.0059986;0;0.8459;0.80531;0.88764;0.67173;0.032505;0.0023586;0;0.0066835;0.0066835;0.0066835
136;0.026735;0.0058331;0;0.91612;0.77876;0.89086;0.65671;0.030973;0.0025554;0;0.0066587;0.0066587;0.0066587
137;0.027239;0.0058475;0;0.88291;0.84956;0.91141;0.69217;0.029499;0.0024912;0;0.006634;0.006634;0.006634
138;0.02719;0.005926;0;0.88739;0.84956;0.90937;0.70389;0.028359;0.0022014;0;0.0066092;0.0066092;0.0066092
139;0.028446;0.0058782;0;0.81788;0.84071;0.8774;0.6728;0.033563;0.0023404;0;0.0065845;0.0065845;0.0065845
140;0.027708;0.0061884;0;0.90874;0.88496;0.9218;0.72183;0.031221;0.0022228;0;0.0065598;0.0065598;0.0065598
141;0.027521;0.0059707;0;0.95241;0.85841;0.92063;0.72466;0.028959;0.0021521;0;0.006535;0.006535;0.006535
142;0.027672;0.005822;0;0.86587;0.85695;0.8903;0.65172;0.029709;0.0024565;0;0.0065102;0.0065102;0.0065102
143;0.026758;0.005808;0;0.85209;0.84956;0.90062;0.71654;0.030336;0.0023723;0;0.0064855;0.0064855;0.0064855
144;0.027042;0.00594;0;0.91188;0.85841;0.93;0.72995;0.031129;0.0020906;0;0.0064608;0.0064608;0.0064608
145;0.027908;0.0059337;0;0.90805;0.87397;0.9256;0.70412;0.033909;0.0021619;0;0.006436;0.006436;0.006436
146;0.027488;0.0058597;0;0.89726;0.86726;0.92556;0.70429;0.033035;0.0021365;0;0.0064112;0.0064112;0.0064112
147;0.026467;0.0056931;0;0.95916;0.83145;0.91857;0.69763;0.034125;0.0023647;0;0.0063865;0.0063865;0.0063865
148;0.02786;0.0056597;0;0.89274;0.88387;0.92738;0.72871;0.033232;0.0021935;0;0.0063618;0.0063618;0.0063618
149;0.026691;0.0057401;0;0.93236;0.85391;0.93696;0.75415;0.032465;0.0020917;0;0.006337;0.006337;0.006337
150;0.026959;0.006004;0;0.93294;0.86188;0.92114;0.72973;0.033698;0.0021087;0;0.0063122;0.0063122;0.0063122
151;0.025716;0.0055486;0;0.93851;0.82301;0.92054;0.73843;0.034118;0.0022137;0;0.0062875;0.0062875;0.0062875
152;0.024751;0.0053655;0;0.92734;0.87611;0.9289;0.73732;0.02942;0.0021409;0;0.0062628;0.0062628;0.0062628
153;0.025692;0.0058013;0;0.90813;0.87611;0.93753;0.74402;0.028829;0.0021067;0;0.006238;0.006238;0.006238
154;0.026168;0.0055166;0;0.92255;0.86726;0.92388;0.73706;0.02893;0.0020839;0;0.0062132;0.0062132;0.0062132
155;0.026476;0.0054843;0;0.91323;0.83829;0.91334;0.72653;0.030663;0.0020698;0;0.0061885;0.0061885;0.0061885
156;0.026394;0.0055856;0;0.8847;0.87611;0.92193;0.7317;0.0305;0.0022259;0;0.0061637;0.0061637;0.0061637
157;0.027286;0.0054794;0;0.92196;0.87611;0.92277;0.71279;0.032223;0.0021452;0;0.006139;0.006139;0.006139
158;0.027793;0.005588;0;0.90108;0.80616;0.91426;0.71789;0.028761;0.0022017;0;0.0061142;0.0061142;0.0061142
159;0.025832;0.0056474;0;0.94191;0.81416;0.92746;0.74297;0.031118;0.0021429;0;0.0060895;0.0060895;0.0060895
160;0.026489;0.0052967;0;0.94296;0.87781;0.93466;0.75241;0.025637;0.0020678;0;0.0060647;0.0060647;0.0060647
161;0.028452;0.0056423;0;0.88328;0.88496;0.92792;0.7199;0.026784;0.0021542;0;0.00604;0.00604;0.00604
162;0.026348;0.0056175;0;0.91889;0.85841;0.93259;0.74546;0.031152;0.0021244;0;0.0060152;0.0060152;0.0060152
163;0.02608;0.0054928;0;0.95479;0.85841;0.94036;0.7319;0.030525;0.0021167;0;0.0059905;0.0059905;0.0059905
164;0.0271;0.0057548;0;0.95264;0.84956;0.92714;0.72647;0.027955;0.0022117;0;0.0059658;0.0059658;0.0059658
165;0.026985;0.005636;0;0.94911;0.86726;0.94021;0.75361;0.029962;0.0020585;0;0.005941;0.005941;0.005941
166;0.026254;0.0055733;0;0.90819;0.87539;0.9232;0.70573;0.027496;0.0022722;0;0.0059163;0.0059163;0.0059163
167;0.025669;0.0055175;0;0.90614;0.83186;0.89832;0.73434;0.028726;0.0022046;0;0.0058915;0.0058915;0.0058915
168;0.025323;0.0056033;0;0.91017;0.89672;0.93068;0.72144;0.02815;0.0021604;0;0.0058668;0.0058668;0.0058668
169;0.025808;0.0056473;0;0.91874;0.9005;0.93512;0.73889;0.027285;0.0021397;0;0.005842;0.005842;0.005842
170;0.025042;0.0054887;0;0.90818;0.84071;0.92105;0.7256;0.026744;0.0022822;0;0.0058173;0.0058173;0.0058173
171;0.02621;0.005449;0;0.8779;0.86726;0.92078;0.73123;0.026979;0.0021572;0;0.0057925;0.0057925;0.0057925
172;0.025791;0.0055067;0;0.85276;0.87131;0.90282;0.69696;0.026329;0.002304;0;0.0057678;0.0057678;0.0057678
173;0.023405;0.0055408;0;0.90007;0.87676;0.91592;0.72268;0.026465;0.0022323;0;0.005743;0.005743;0.005743
174;0.024636;0.0052933;0;0.93066;0.86726;0.92455;0.7126;0.02657;0.0022215;0;0.0057183;0.0057183;0.0057183
175;0.025459;0.0054009;0;0.9162;0.8708;0.92259;0.72125;0.030999;0.0023181;0;0.0056935;0.0056935;0.0056935
176;0.025144;0.0054614;0;0.88294;0.86773;0.91282;0.70048;0.031342;0.0023548;0;0.0056688;0.0056688;0.0056688
177;0.025471;0.0053676;0;0.90872;0.88097;0.93931;0.73355;0.027623;0.0021381;0;0.005644;0.005644;0.005644
178;0.025211;0.0054524;0;0.90045;0.88052;0.94153;0.75194;0.023891;0.0021009;0;0.0056193;0.0056193;0.0056193
179;0.024896;0.0053972;0;0.95112;0.86104;0.94491;0.74827;0.024916;0.0021274;0;0.0055945;0.0055945;0.0055945
180;0.024223;0.005389;0;0.945;0.83186;0.92162;0.72048;0.025699;0.0021435;0;0.0055698;0.0055698;0.0055698
181;0.024086;0.0053104;0;0.93129;0.87611;0.92584;0.72853;0.025141;0.0021389;0;0.005545;0.005545;0.005545
182;0.024753;0.0052295;0;0.93853;0.86726;0.933;0.73146;0.028246;0.0021287;0;0.0055202;0.0055202;0.0055202
183;0.024856;0.0052996;0;0.93373;0.87611;0.94571;0.73855;0.031777;0.002014;0;0.0054955;0.0054955;0.0054955
184;0.02567;0.0053472;0;0.93451;0.88391;0.94305;0.73514;0.027944;0.0020843;0;0.0054707;0.0054707;0.0054707
185;0.025266;0.0053673;0;0.94908;0.87611;0.93813;0.72876;0.027372;0.0020945;0;0.005446;0.005446;0.005446
186;0.024428;0.0054622;0;0.94333;0.84956;0.94463;0.73232;0.029101;0.002074;0;0.0054212;0.0054212;0.0054212
187;0.024909;0.005423;0;0.9505;0.87611;0.93983;0.73937;0.029165;0.0020432;0;0.0053965;0.0053965;0.0053965
188;0.026059;0.0052775;0;0.89922;0.8686;0.93635;0.73429;0.028325;0.0021381;0;0.0053717;0.0053717;0.0053717
189;0.024629;0.0053103;0;0.91782;0.88952;0.94775;0.74317;0.026882;0.0020944;0;0.005347;0.005347;0.005347
190;0.025009;0.0054113;0;0.90522;0.84518;0.93772;0.73458;0.027413;0.0021541;0;0.0053223;0.0053223;0.0053223
191;0.022987;0.0052858;0;0.92996;0.88496;0.9465;0.73953;0.0285;0.0021238;0;0.0052975;0.0052975;0.0052975
192;0.023914;0.0051846;0;0.94998;0.84033;0.93753;0.7384;0.027753;0.0021474;0;0.0052727;0.0052727;0.0052727
193;0.023101;0.0051372;0;0.96818;0.80774;0.9465;0.73358;0.027974;0.0021171;0;0.005248;0.005248;0.005248
194;0.023388;0.0050871;0;0.93913;0.83186;0.95005;0.73405;0.028792;0.0021627;0;0.0052233;0.0052233;0.0052233
195;0.023611;0.0051517;0;0.93224;0.85225;0.9442;0.7514;0.026758;0.0021291;0;0.0051985;0.0051985;0.0051985
196;0.025131;0.0050533;0;0.9645;0.84071;0.93366;0.74609;0.029184;0.0020957;0;0.0051737;0.0051737;0.0051737
197;0.024537;0.0052701;0;0.8943;0.87611;0.93672;0.74925;0.030799;0.0021042;0;0.005149;0.005149;0.005149
198;0.024566;0.0052519;0;0.90044;0.88044;0.9136;0.72196;0.031601;0.0021893;0;0.0051243;0.0051243;0.0051243
